,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
436,0,297.3,308.3,1504,36.3,45,0,0,0,0,0,0
437,0,297.3,308.3,1538,38.5,47,0,0,0,0,0,0
438,0,297.4,308.4,1341,52.2,49,0,0,0,0,0,0
439,1,297.4,308.3,1535,34.6,51,0,0,0,0,0,0
440,0,297.4,308.5,1389,39.2,54,0,0,0,0,0,0
441,2,297.5,308.5,1393,46.6,56,0,0,0,0,0,0
442,0,297.4,308.5,1399,61.5,61,1,0,0,1,0,0
443,2,297.4,308.5,1469,45.1,63,0,0,0,0,0,0
444,0,297.4,308.4,1582,37.2,68,0,0,0,0,0,0
445,0,297.5,308.6,1793,26.7,70,0,0,0,0,0,0
446,0,297.5,308.6,1452,39.0,72,0,0,0,0,0,0
447,1,297.6,308.7,1376,59.9,74,0,0,0,0,0,0
448,0,297.5,308.6,1552,44.9,77,0,0,0,0,0,0
449,0,297.6,308.7,1622,37.9,79,0,0,0,0,0,0
450,1,297.6,308.7,1419,41.7,81,0,0,0,0,0,0
451,2,297.5,308.6,1440,46.1,84,0,0,0,0,0,0
452,1,297.4,308.6,1643,31.0,89,0,0,0,0,0,0
453,0,297.4,308.7,1510,36.2,92,0,0,0,0,0,0
454,0,297.4,308.7,1468,46.6,94,0,0,0,0,0,0
455,0,297.4,308.7,1429,57.4,96,0,0,0,0,0,0
456,2,297.3,308.7,1478,47.6,98,0,0,0,0,0,0
457,0,297.4,308.6,1276,53.6,103,0,0,0,0,0,0
458,0,297.3,308.6,1486,42.6,105,0,0,0,0,0,0
459,0,297.4,308.6,1476,42.3,107,0,0,0,0,0,0
460,2,297.3,308.6,1431,42.0,109,0,0,0,0,0,0
461,0,297.4,308.7,1402,40.2,114,0,0,0,0,0,0
462,0,297.4,308.7,1433,43.4,116,0,0,0,0,0,0
464,0,297.3,308.6,1511,35.7,120,0,0,0,0,0,0
465,1,297.3,308.6,1456,42.9,122,0,0,0,0,0,0
466,0,297.2,308.5,1550,41.5,125,0,0,0,0,0,0
468,0,297.3,308.7,1619,31.6,129,0,0,0,0,0,0
469,1,297.3,308.8,1586,32.7,131,0,0,0,0,0,0
470,2,297.3,308.8,1499,44.2,134,0,0,0,0,0,0
471,2,297.3,308.8,1419,42.4,139,0,0,0,0,0,0
472,1,297.4,309.0,1497,41.8,144,0,0,0,0,0,0
473,1,297.4,309.0,1520,37.0,147,0,0,0,0,0,0
474,0,297.4,309.1,1478,49.8,150,0,0,0,0,0,0
475,0,297.4,309.1,1380,41.1,152,0,0,0,0,0,0
476,0,297.4,309.0,1570,37.9,154,0,0,0,0,0,0
477,2,297.4,309.0,1468,41.4,156,0,0,0,0,0,0
478,0,297.4,309.0,1833,22.6,161,0,0,0,0,0,0
479,1,297.4,308.9,1323,57.3,163,0,0,0,0,0,0
480,0,297.4,309.0,1583,32.0,166,0,0,0,0,0,0
481,1,297.3,309.0,1556,39.5,168,0,0,0,0,0,0
482,0,297.3,309.0,1548,37.4,171,0,0,0,0,0,0
483,0,297.4,309.0,1324,56.9,173,0,0,0,0,0,0
484,0,297.4,309.0,1568,33.7,175,0,0,0,0,0,0
485,1,297.4,309.0,1685,30.7,177,0,0,0,0,0,0
486,1,297.4,309.1,1582,35.9,180,0,0,0,0,0,0
487,1,297.4,309.1,1463,35.0,183,0,0,0,0,0,0
488,0,297.4,309.2,1584,42.8,186,0,0,0,0,0,0
489,1,297.5,309.2,1347,55.8,188,0,0,0,0,0,0
490,0,297.4,309.2,1459,37.9,191,0,0,0,0,0,0
491,0,297.4,309.2,1420,45.6,193,0,0,0,0,0,0
492,0,297.5,309.3,1404,43.5,195,0,0,0,0,0,0
493,0,297.5,309.3,1470,38.8,197,0,0,0,0,0,0
494,0,297.6,309.4,1326,49.8,199,0,0,0,0,0,0
495,2,297.5,309.3,1459,49.7,201,0,0,0,0,0,0
496,1,297.5,309.2,1530,40.0,206,0,0,0,0,0,0
497,0,297.4,309.0,1505,39.2,209,0,0,0,0,0,0
498,0,297.5,309.1,1611,30.2,211,0,0,0,0,0,0
499,0,297.5,309.1,1515,35.1,213,0,0,0,0,0,0
500,1,297.5,309.2,1804,27.4,215,0,0,0,0,0,0
501,1,297.6,309.3,1464,46.2,218,0,0,0,0,0,0
502,0,297.6,309.2,1390,43.3,221,0,0,0,0,0,0
503,1,297.6,309.2,1442,48.1,0,0,0,0,0,0,0
504,1,297.6,309.3,1529,41.9,3,0,0,0,0,0,0
505,0,297.6,309.3,1610,35.0,6,0,0,0,0,0,0
506,0,297.6,309.3,1543,34.3,8,0,0,0,0,0,0
507,2,297.8,309.4,1445,48.2,10,0,0,0,0,0,0
508,0,297.7,309.3,1893,24.6,15,0,0,0,0,0,0
509,1,297.6,309.3,1415,41.3,17,0,0,0,0,0,0
510,0,297.5,309.3,1564,37.5,20,0,0,0,0,0,0
511,0,297.5,309.3,1479,39.4,22,0,0,0,0,0,0
512,0,297.5,309.2,1426,44.8,24,0,0,0,0,0,0
513,0,297.4,309.2,1428,38.8,26,0,0,0,0,0,0
514,0,297.4,309.2,1620,33.2,28,0,0,0,0,0,0
515,0,297.5,309.2,1715,28.0,30,0,0,0,0,0,0
516,0,297.5,309.3,1732,29.9,32,0,0,0,0,0,0
517,1,297.5,309.4,1391,58.2,34,0,0,0,0,0,0
520,0,297.6,309.5,1617,36.2,42,0,0,0,0,0,0
521,0,297.5,309.4,1497,35.8,44,0,0,0,0,0,0
522,1,297.5,309.5,1448,43.7,46,0,0,0,0,0,0
523,0,297.4,309.4,1401,45.9,49,0,0,0,0,0,0
524,0,297.4,309.4,1620,35.4,51,0,0,0,0,0,0
525,0,297.4,309.4,1466,45.5,53,0,0,0,0,0,0
526,0,297.6,309.5,1373,50.6,55,0,0,0,0,0,0
527,1,297.6,309.6,1592,35.8,57,0,0,0,0,0,0
528,1,297.5,309.5,1553,42.4,60,0,0,0,0,0,0
529,0,297.6,309.5,1569,36.2,63,0,0,0,0,0,0
530,1,297.6,309.5,1709,32.2,65,0,0,0,0,0,0
531,0,297.6,309.5,1549,34.9,68,0,0,0,0,0,0
532,0,297.5,309.4,1443,45.4,70,0,0,0,0,0,0
533,0,297.5,309.3,1675,29.8,72,0,0,0,0,0,0
534,0,297.5,309.3,1623,33.4,74,0,0,0,0,0,0
535,2,297.4,309.3,1365,52.4,76,0,0,0,0,0,0
536,0,297.4,309.3,1759,24.8,81,0,0,0,0,0,0
537,2,297.4,309.3,1516,43.0,83,0,0,0,0,0,0
538,1,297.4,309.3,1499,36.8,88,0,0,0,0,0,0
539,1,297.4,309.3,1775,25.8,91,0,0,0,0,0,0
540,0,297.4,309.4,1473,45.5,94,0,0,0,0,0,0
541,0,297.4,309.4,1296,52.3,96,0,0,0,0,0,0
542,0,297.5,309.4,1803,24.7,98,0,0,0,0,0,0
543,2,297.5,309.3,1563,36.1,100,0,0,0,0,0,0
544,1,297.5,309.4,1831,26.6,105,0,0,0,0,0,0
546,0,297.5,309.4,1809,24.3,110,0,0,0,0,0,0
547,1,297.5,309.4,1482,39.3,112,0,0,0,0,0,0
548,0,297.4,309.3,1332,53.2,115,0,0,0,0,0,0
549,0,297.4,309.2,1437,40.4,117,0,0,0,0,0,0
550,0,297.4,309.2,1698,29.4,119,0,0,0,0,0,0
551,0,297.4,309.2,1274,54.3,121,0,0,0,0,0,0
552,1,297.4,309.3,1622,35.0,123,0,0,0,0,0,0
553,1,297.4,309.3,1564,36.0,126,0,0,0,0,0,0
554,2,297.5,309.4,1368,45.3,129,0,0,0,0,0,0
555,1,297.4,309.4,1539,42.2,134,0,0,0,0,0,0
556,0,297.5,309.4,1357,50.1,137,0,0,0,0,0,0
557,1,297.5,309.4,1433,48.3,139,0,0,0,0,0,0
558,0,297.5,309.4,1650,34.6,142,0,0,0,0,0,0
559,0,297.5,309.4,1503,40.6,144,0,0,0,0,0,0
560,0,297.5,309.4,1318,58.2,146,0,0,0,0,0,0
561,1,297.5,309.4,1678,34.4,148,0,0,0,0,0,0
562,0,297.6,309.5,1574,30.9,151,0,0,0,0,0,0
563,0,297.7,309.6,1529,35.2,153,0,0,0,0,0,0
564,2,297.6,309.6,1669,32.1,155,0,0,0,0,0,0
565,2,297.7,309.7,1570,35.8,160,0,0,0,0,0,0
566,1,297.6,309.7,1541,33.7,165,0,0,0,0,0,0
567,1,297.7,309.7,1680,30.2,168,0,0,0,0,0,0
569,1,297.7,309.6,1596,35.2,173,0,0,0,0,0,0
570,0,297.7,309.7,1498,41.0,176,0,0,0,0,0,0
571,1,297.8,309.8,1676,29.0,178,0,0,0,0,0,0
572,0,297.8,309.9,1351,49.0,181,0,0,0,0,0,0
573,0,297.9,309.9,1472,45.0,183,0,0,0,0,0,0
574,1,297.9,310.0,1439,41.7,185,0,0,0,0,0,0
575,1,297.9,309.9,1410,55.4,188,0,0,0,0,0,0
576,2,297.7,309.7,1440,51.1,191,0,0,0,0,0,0
577,0,297.7,309.7,1591,37.7,196,0,0,0,0,0,0
578,0,297.8,309.8,1533,36.8,198,0,0,0,0,0,0
579,1,297.8,309.7,1700,31.3,200,0,0,0,0,0,0
580,1,297.8,309.8,1798,25.5,203,0,0,0,0,0,0
581,0,297.8,309.7,1394,42.9,206,0,0,0,0,0,0
582,0,297.8,309.7,1341,49.2,208,0,0,0,0,0,0
583,2,297.7,309.6,1697,32.2,210,0,0,0,0,0,0
584,2,297.6,309.6,1419,48.2,215,0,0,0,0,0,0
586,0,297.6,309.6,1501,49.8,222,1,0,0,0,1,0
587,2,297.6,309.5,1623,33.1,224,0,0,0,0,0,0
588,0,297.6,309.4,1628,33.4,229,0,0,0,0,0,0
589,0,297.6,309.4,1491,40.2,231,0,0,0,0,0,0
590,0,297.5,309.4,1517,36.7,233,0,0,0,0,0,0
591,2,297.5,309.3,1525,41.7,235,0,0,0,0,0,0
592,2,297.5,309.5,1668,27.9,240,0,0,0,0,0,0
593,0,297.5,309.6,1312,50.7,0,0,0,0,0,0,0
594,2,297.6,309.6,1278,50.4,2,0,0,0,0,0,0
595,1,297.6,309.6,1330,53.1,7,0,0,0,0,0,0
596,1,297.6,309.6,1530,37.3,10,0,0,0,0,0,0
597,2,297.6,309.6,1428,46.6,13,0,0,0,0,0,0
598,0,297.7,309.6,1480,47.9,18,0,0,0,0,0,0
599,2,297.7,309.7,1616,31.1,20,0,0,0,0,0,0
600,0,297.8,309.7,1547,37.3,25,0,0,0,0,0,0
604,0,297.9,309.9,1542,33.8,33,0,0,0,0,0,0
605,1,297.9,309.8,1693,29.9,35,0,0,0,0,0,0
606,0,297.9,309.8,1461,50.5,38,0,0,0,0,0,0
607,1,298.0,309.9,1565,33.9,40,0,0,0,0,0,0
608,0,298.0,309.9,1403,47.7,43,0,0,0,0,0,0
609,0,298.1,309.9,1629,32.5,45,0,0,0,0,0,0
610,0,298.1,310.0,1534,33.7,47,0,0,0,0,0,0
611,0,298.1,310.0,1553,40.9,49,0,0,0,0,0,0
612,0,298.1,309.9,1563,32.8,51,0,0,0,0,0,0
613,0,298.1,309.9,1634,30.0,53,0,0,0,0,0,0
614,1,298.0,309.9,1445,45.2,55,0,0,0,0,0,0
615,0,298.1,309.9,1642,30.4,58,0,0,0,0,0,0
616,2,298.1,309.9,1686,29.1,60,0,0,0,0,0,0
617,1,298.1,310.0,1393,43.1,65,0,0,0,0,0,0
618,2,298.2,310.0,1433,44.2,68,0,0,0,0,0,0
619,0,298.3,310.0,1507,44.7,73,0,0,0,0,0,0
620,1,298.3,310.1,1389,49.6,75,0,0,0,0,0,0
621,0,298.3,310.1,1408,45.3,78,0,0,0,0,0,0
622,1,298.4,310.2,1725,32.0,80,0,0,0,0,0,0
624,2,298.3,310.1,1509,37.6,85,0,0,0,0,0,0
625,0,298.3,310.1,1545,36.3,90,0,0,0,0,0,0
626,0,298.4,310.1,1533,35.2,92,0,0,0,0,0,0
627,0,298.4,310.1,1455,42.2,94,0,0,0,0,0,0
628,1,298.4,310.1,1335,57.8,96,0,0,0,0,0,0
629,0,298.3,310.1,1523,45.9,99,0,0,0,0,0,0
630,0,298.3,310.0,1460,47.6,101,0,0,0,0,0,0
631,0,298.4,310.0,1554,37.3,103,0,0,0,0,0,0
632,2,298.3,310.0,1419,47.1,105,0,0,0,0,0,0
633,0,298.3,310.0,1442,43.9,110,0,0,0,0,0,0
634,0,298.3,309.9,1507,41.6,112,0,0,0,0,0,0
635,0,298.3,310.0,1858,23.9,114,0,0,0,0,0,0
636,0,298.3,309.9,1463,43.9,116,0,0,0,0,0,0
637,0,298.2,309.7,1585,37.4,118,0,0,0,0,0,0
638,0,298.0,309.6,1536,37.3,120,0,0,0,0,0,0
639,0,298.0,309.6,1403,51.3,122,0,0,0,0,0,0
640,1,297.9,309.6,1515,38.8,124,0,0,0,0,0,0
641,0,297.9,309.5,1390,47.9,127,0,0,0,0,0,0
642,1,297.8,309.4,1226,58.7,129,0,0,0,0,0,0
643,1,297.8,309.4,1495,36.5,132,0,0,0,0,0,0
644,2,297.7,309.4,1608,30.2,135,0,0,0,0,0,0
645,0,297.7,309.4,1392,44.1,140,0,0,0,0,0,0
646,1,297.7,309.4,1461,43.7,142,0,0,0,0,0,0
647,0,297.7,309.3,1559,36.9,145,0,0,0,0,0,0
648,2,297.7,309.3,1400,48.9,147,0,0,0,0,0,0
649,1,297.7,309.2,1732,28.8,152,0,0,0,0,0,0
650,0,297.6,309.2,1611,33.1,155,0,0,0,0,0,0
651,0,297.6,309.1,1503,38.9,157,0,0,0,0,0,0
652,0,297.7,309.2,1391,44.5,159,0,0,0,0,0,0
654,0,297.8,309.2,1683,30.9,163,0,0,0,0,0,0
655,0,297.7,309.1,1435,38.8,165,0,0,0,0,0,0
656,1,297.7,309.1,1732,28.1,167,0,0,0,0,0,0
657,0,297.7,309.2,1365,58.6,170,0,0,0,0,0,0
658,0,297.7,309.1,1562,36.8,172,0,0,0,0,0,0
659,0,297.6,309.1,1449,49.1,174,0,0,0,0,0,0
660,1,297.7,309.2,1700,27.4,176,0,0,0,0,0,0
661,1,297.6,309.0,1427,45.6,179,0,0,0,0,0,0
662,1,297.6,308.9,1479,38.1,182,0,0,0,0,0,0
663,0,297.5,308.9,1469,44.0,185,0,0,0,0,0,0
664,0,297.5,308.9,1390,47.4,187,0,0,0,0,0,0
665,0,297.5,308.9,1729,28.1,189,0,0,0,0,0,0
666,0,297.5,309.0,1470,43.5,191,0,0,0,0,0,0
667,0,297.5,308.9,1459,48.5,193,0,0,0,0,0,0
668,0,297.5,308.9,1738,24.0,195,0,0,0,0,0,0
669,2,297.5,308.9,1471,37.7,197,0,0,0,0,0,0
670,0,297.6,309.0,1822,25.4,202,0,0,0,0,0,0
671,0,297.5,308.9,1554,34.8,204,0,0,0,0,0,0
672,1,297.6,308.9,1433,43.2,206,0,0,0,0,0,0
673,0,297.6,308.9,1449,47.7,209,0,0,0,0,0,0
674,0,297.8,309.0,1456,41.2,0,0,0,0,0,0,0
675,1,297.8,309.1,1424,45.5,2,0,0,0,0,0,0
676,2,297.9,309.2,1577,34.7,5,0,0,0,0,0,0
677,0,297.9,309.2,1478,39.7,10,0,0,0,0,0,0
678,1,297.8,309.2,1295,61.2,12,0,0,0,0,0,0
679,0,297.8,309.2,1372,47.3,15,0,0,0,0,0,0
680,1,297.8,309.1,1432,42.6,17,0,0,0,0,0,0
681,1,297.7,309.0,1656,33.2,20,0,0,0,0,0,0
682,2,297.8,309.0,1410,48.8,23,0,0,0,0,0,0
683,0,297.7,309.0,1874,24.4,28,0,0,0,0,0,0
684,0,297.7,309.0,1538,43.2,30,0,0,0,0,0,0
685,1,297.7,309.0,1636,29.7,32,0,0,0,0,0,0
686,1,297.7,309.0,1504,40.4,35,0,0,0,0,0,0
687,1,297.7,309.0,1531,42.4,38,0,0,0,0,0,0
688,2,297.6,309.0,1735,26.4,41,0,0,0,0,0,0
689,2,297.6,309.0,1354,55.6,46,0,0,0,0,0,0
690,2,297.6,309.0,1413,40.2,51,0,0,0,0,0,0
691,0,297.7,309.1,1563,39.3,56,0,0,0,0,0,0
692,0,297.7,309.1,1479,42.1,58,0,0,0,0,0,0
693,0,297.7,309.1,1477,38.3,60,0,0,0,0,0,0
694,0,297.6,309.1,1394,50.0,62,0,0,0,0,0,0
695,0,297.6,309.0,1487,45.4,64,0,0,0,0,0,0
696,1,297.6,309.0,1815,25.3,66,0,0,0,0,0,0
697,1,297.6,308.8,1453,39.7,69,0,0,0,0,0,0
698,0,297.6,308.8,1539,40.2,72,0,0,0,0,0,0
699,2,297.5,308.7,1416,39.2,74,0,0,0,0,0,0
700,1,297.6,308.8,1683,31.6,79,0,0,0,0,0,0
701,0,297.7,308.8,1515,40.1,82,0,0,0,0,0,0
702,1,297.7,308.9,1531,48.3,84,0,0,0,0,0,0
703,2,297.7,308.9,1479,40.9,87,0,0,0,0,0,0
704,0,297.7,308.9,1516,33.7,92,0,0,0,0,0,0
705,0,297.7,309.0,1507,38.2,94,0,0,0,0,0,0
706,1,297.8,309.0,1434,43.3,96,0,0,0,0,0,0
707,0,297.7,308.9,1838,27.3,99,0,0,0,0,0,0
708,1,297.6,308.8,1416,45.9,101,0,0,0,0,0,0
709,1,297.6,308.8,1357,49.7,104,0,0,0,0,0,0
710,1,297.5,308.7,1697,28.1,107,0,0,0,0,0,0
711,0,297.5,308.7,1443,46.2,110,0,0,0,0,0,0
712,0,297.5,308.7,1453,37.6,112,0,0,0,0,0,0
713,0,297.4,308.6,1439,46.4,114,0,0,0,0,0,0
714,0,297.4,308.6,1609,36.2,116,0,0,0,0,0,0
715,0,297.4,308.6,1324,59.1,118,0,0,0,0,0,0
716,2,297.4,308.6,1420,45.8,120,0,0,0,0,0,0
717,0,297.4,308.7,1545,36.9,125,0,0,0,0,0,0
718,0,297.5,308.8,1477,39.0,127,0,0,0,0,0,0
719,0,297.4,308.8,1447,58.1,129,0,0,0,0,0,0
720,0,297.4,308.9,1809,23.8,131,0,0,0,0,0,0
721,0,297.5,308.9,1696,30.9,133,0,0,0,0,0,0
722,0,297.5,308.9,1427,44.7,135,0,0,0,0,0,0
723,1,297.4,308.9,1500,46.3,137,0,0,0,0,0,0
724,0,297.5,308.9,1390,44.6,140,0,0,0,0,0,0
725,0,297.4,308.8,1640,34.2,142,0,0,0,0,0,0
726,1,297.4,308.8,1628,37.4,144,0,0,0,0,0,0
727,2,297.3,308.6,1499,37.6,147,0,0,0,0,0,0
728,1,297.4,308.7,1425,50.3,152,0,0,0,0,0,0
729,0,297.3,308.6,1586,37.7,155,0,0,0,0,0,0
730,1,297.3,308.6,1471,50.7,157,0,0,0,0,0,0
731,1,297.3,308.6,1431,53.0,160,0,0,0,0,0,0
733,1,297.1,308.4,1421,42.0,165,0,0,0,0,0,0
734,2,297.0,308.4,1305,54.6,168,0,0,0,0,0,0
735,0,296.9,308.4,1557,32.4,173,0,0,0,0,0,0
736,0,296.9,308.3,1555,38.2,175,0,0,0,0,0,0
737,2,296.9,308.3,1474,39.2,177,0,0,0,0,0,0
738,0,296.8,308.3,1506,45.9,182,0,0,0,0,0,0
739,0,296.9,308.4,1390,41.8,184,0,0,0,0,0,0
740,1,296.9,308.4,1450,46.9,186,0,0,0,0,0,0
741,0,296.9,308.3,1513,38.8,189,0,0,0,0,0,0
742,0,296.8,308.2,1643,34.7,191,0,0,0,0,0,0
743,0,296.8,308.2,1361,53.8,193,0,0,0,0,0,0
744,0,296.7,308.1,1450,40.9,195,0,0,0,0,0,0
745,0,296.7,308.0,1451,50.7,197,0,0,0,0,0,0
746,0,296.8,308.1,1289,62.0,199,1,0,0,0,1,0
747,0,296.8,308.1,1356,48.3,201,0,0,0,0,0,0
748,2,296.7,308.1,1528,46.3,203,0,0,0,0,0,0
750,0,296.7,308.0,1535,36.8,210,0,0,0,0,0,0
751,1,296.8,308.1,1843,24.2,212,0,0,0,0,0,0
752,0,296.9,308.1,1422,48.7,215,0,0,0,0,0,0
753,0,296.8,308.0,1536,40.4,217,0,0,0,0,0,0
754,1,296.9,308.1,1483,44.3,219,0,0,0,0,0,0
755,2,296.8,308.1,1492,43.7,222,0,0,0,0,0,0
756,0,296.8,308.0,1584,40.4,227,0,0,0,0,0,0
757,0,296.9,308.1,1555,33.7,229,0,0,0,0,0,0
758,0,296.8,308.0,1497,41.7,231,0,0,0,0,0,0
759,1,296.7,307.8,1537,36.3,233,0,0,0,0,0,0
760,0,296.7,307.8,1505,39.4,236,0,0,0,0,0,0
761,0,296.7,307.8,1646,34.6,238,0,0,0,0,0,0
762,1,296.7,307.8,1286,60.5,0,0,0,0,0,0,0
763,0,296.7,307.8,1400,47.5,3,0,0,0,0,0,0
764,0,296.8,307.9,1337,56.5,5,0,0,0,0,0,0
765,0,296.9,308.0,1332,53.9,7,0,0,0,0,0,0
766,0,296.8,308.0,1561,38.3,9,0,0,0,0,0,0
767,0,296.9,308.0,1546,31.1,11,0,0,0,0,0,0
768,0,296.9,308.0,1713,29.3,13,0,0,0,0,0,0
769,0,296.9,308.0,1343,44.5,15,0,0,0,0,0,0
770,0,296.8,308.0,1391,54.4,17,0,0,0,0,0,0
771,2,296.8,308.0,1311,58.6,19,0,0,0,0,0,0
772,2,296.8,308.0,1453,51.0,24,0,0,0,0,0,0
773,0,296.8,308.0,1510,39.4,29,0,0,0,0,0,0
774,0,296.8,307.9,1448,48.8,31,0,0,0,0,0,0
775,0,296.7,307.8,1453,46.0,33,0,0,0,0,0,0
776,0,296.7,307.8,1468,39.2,35,0,0,0,0,0,0
777,0,296.7,307.8,1382,47.5,37,0,0,0,0,0,0
778,0,296.7,308.0,1580,32.2,39,0,0,0,0,0,0
779,0,296.8,308.0,1666,29.8,41,0,0,0,0,0,0
780,1,296.9,308.0,1409,50.7,43,0,0,0,0,0,0
781,0,296.8,308.0,1675,29.7,46,0,0,0,0,0,0
782,0,296.8,307.9,1698,30.8,48,0,0,0,0,0,0
783,2,296.7,307.9,1579,33.4,50,0,0,0,0,0,0
784,0,296.7,307.9,1743,27.9,55,0,0,0,0,0,0
785,1,296.9,308.0,1497,44.8,57,0,0,0,0,0,0
786,0,296.9,308.1,1741,28.8,60,0,0,0,0,0,0
787,0,296.9,308.1,1435,45.3,62,0,0,0,0,0,0
788,1,296.9,308.1,1440,46.3,64,0,0,0,0,0,0
789,1,296.9,308.0,1641,33.3,67,0,0,0,0,0,0
790,0,296.8,307.9,1420,45.4,70,0,0,0,0,0,0
791,0,296.8,307.9,1611,35.4,72,0,0,0,0,0,0
792,0,296.8,307.8,1373,42.9,74,0,0,0,0,0,0
793,1,296.8,307.9,1683,31.8,76,0,0,0,0,0,0
794,2,296.9,307.9,1547,32.6,79,0,0,0,0,0,0
795,0,296.9,307.8,1605,37.0,84,0,0,0,0,0,0
797,0,296.8,307.7,1565,40.1,89,0,0,0,0,0,0
798,1,296.9,307.8,1828,24.6,91,0,0,0,0,0,0
799,1,297.0,307.8,1579,34.1,94,0,0,0,0,0,0
800,1,297.0,307.9,1882,24.2,97,0,0,0,0,0,0
801,0,296.9,307.8,1285,52.1,100,0,0,0,0,0,0
802,0,296.9,307.8,1571,35.0,102,0,0,0,0,0,0
803,2,296.9,307.8,1549,37.8,104,0,0,0,0,0,0
804,1,296.9,307.8,1544,37.6,109,0,0,0,0,0,0
805,1,297.0,307.9,1412,47.4,112,0,0,0,0,0,0
806,1,297.0,307.9,1422,53.0,115,0,0,0,0,0,0
807,0,297.0,307.7,1867,22.8,118,0,0,0,0,0,0
808,0,296.9,307.7,1424,43.3,120,0,0,0,0,0,0
809,0,296.9,307.6,1452,45.7,122,0,0,0,0,0,0
810,0,296.9,307.7,1550,39.7,124,0,0,0,0,0,0
811,0,296.8,307.6,1588,37.6,126,0,0,0,0,0,0
812,0,296.8,307.6,1338,44.4,128,0,0,0,0,0,0
813,0,296.8,307.6,1513,40.0,130,0,0,0,0,0,0
814,1,296.8,307.5,1470,45.9,132,0,0,0,0,0,0
815,1,296.8,307.5,1516,36.7,135,0,0,0,0,0,0
816,0,296.8,307.6,1434,48.3,138,0,0,0,0,0,0
817,0,296.8,307.6,1368,52.0,140,0,0,0,0,0,0
818,0,296.8,307.6,1304,48.7,142,0,0,0,0,0,0
819,0,296.8,307.6,1398,46.7,144,0,0,0,0,0,0
820,0,296.7,307.6,1516,37.4,146,0,0,0,0,0,0
821,0,296.7,307.6,1474,41.7,148,0,0,0,0,0,0
822,1,296.7,307.6,1547,34.7,150,0,0,0,0,0,0
823,1,296.6,307.5,1482,39.9,153,0,0,0,0,0,0
824,0,296.6,307.4,1436,42.8,156,0,0,0,0,0,0
825,0,296.6,307.3,1474,40.0,158,0,0,0,0,0,0
826,0,296.5,307.2,1481,38.2,160,0,0,0,0,0,0
827,0,296.5,307.3,1501,42.1,162,0,0,0,0,0,0
828,0,296.5,307.3,1566,37.2,164,0,0,0,0,0,0
829,0,296.5,307.3,1579,34.5,166,0,0,0,0,0,0
830,0,296.6,307.4,1631,35.0,168,0,0,0,0,0,0
831,1,296.6,307.4,1544,42.3,170,0,0,0,0,0,0
832,0,296.6,307.4,1521,38.6,173,0,0,0,0,0,0
833,0,296.6,307.4,1616,28.0,175,0,0,0,0,0,0
834,2,296.6,307.4,1333,50.2,177,0,0,0,0,0,0
835,1,296.7,307.4,1533,32.5,182,0,0,0,0,0,0
836,0,296.6,307.4,1368,45.1,185,0,0,0,0,0,0
837,0,296.6,307.4,1465,47.8,187,0,0,0,0,0,0
838,2,296.6,307.4,1406,41.5,189,0,0,0,0,0,0
839,1,296.5,307.4,1565,43.5,194,0,0,0,0,0,0
840,0,296.6,307.5,1582,37.9,197,0,0,0,0,0,0
841,0,296.6,307.5,1439,45.5,199,0,0,0,0,0,0
842,1,296.6,307.5,1566,35.0,201,0,0,0,0,0,0
843,0,296.6,307.5,1485,42.7,204,0,0,0,0,0,0
844,0,296.5,307.5,1566,35.1,206,0,0,0,0,0,0
845,0,296.3,307.3,1439,41.5,208,0,0,0,0,0,0
846,1,296.4,307.4,1416,50.0,210,0,0,0,0,0,0
848,0,296.3,307.4,1465,47.1,215,0,0,0,0,0,0
849,2,296.4,307.4,1586,35.5,0,0,0,0,0,0,0
850,0,296.3,307.3,1567,31.4,5,0,0,0,0,0,0
851,1,296.2,307.2,1389,48.6,7,0,0,0,0,0,0
852,1,296.3,307.3,1368,49.5,10,0,0,0,0,0,0
853,0,296.3,307.3,1444,49.0,13,0,0,0,0,0,0
854,1,296.3,307.3,1498,41.6,15,0,0,0,0,0,0
855,0,296.1,307.2,1615,30.8,18,0,0,0,0,0,0
857,1,296.1,307.1,1350,53.3,22,0,0,0,0,0,0
858,1,296.2,307.0,1516,37.6,25,0,0,0,0,0,0
859,2,296.2,307.0,1542,40.6,28,0,0,0,0,0,0
860,2,296.1,306.9,1541,32.6,33,0,0,0,0,0,0
862,2,296.1,306.8,1645,31.0,41,0,0,0,0,0,0
863,0,296.0,306.7,1416,44.2,46,0,0,0,0,0,0
865,0,295.9,306.6,1414,50.2,51,0,0,0,0,0,0
866,0,295.9,306.6,1678,26.7,53,0,0,0,0,0,0
867,2,295.9,306.5,1594,33.2,55,0,0,0,0,0,0
868,1,295.8,306.5,1514,37.7,60,0,0,0,0,0,0
869,0,295.8,306.5,1358,49.2,63,0,0,0,0,0,0
870,0,295.8,306.4,1325,56.2,65,0,0,0,0,0,0
871,0,295.8,306.4,1339,53.2,67,0,0,0,0,0,0
872,1,295.8,306.4,1335,51.7,69,0,0,0,0,0,0
873,0,295.9,306.4,1892,21.7,72,0,0,0,0,0,0
874,0,295.9,306.4,1575,28.5,74,0,0,0,0,0,0
875,1,295.8,306.3,1444,45.5,76,0,0,0,0,0,0
877,1,295.6,306.2,1584,33.6,81,0,0,0,0,0,0
